compatibility_id,stroller_brand,stroller_model,car_seat_brand,car_seat_model,production_compatibility_type,audit_action,audit_confidence,reason,evidence_type,source_type,manufacturer_source_url,source_name,source_date,compatibility_type,adapter_required,adapter_status,adapter_name,adapter_sku,adapter_url,adapter_generation,adapter_revision,compatibility_position,max_infant_car_seats,notes,consumer_compatibility_status,consumer_status_basis,lineage_anchor_model,lineage_source_url,lineage_hypothesis_type,lineage_anchor_compatibility_id
cmqx8pitp001tgq0cz0m2wl11,Veer,Cruiser,Britax,Willow S,ADAPTER,VERIFY,MEDIUM,SOURCE_REVISION_CONFLICT: Nov 2024 guide lists Britax Willow S on the Cruiser columns; current Veer adapter pages name no Cruiser adapter for the newer Britax family (routed to Switchback). Downgraded KEEP->VERIFY in V1.2 pending the exact current Cruiser adapter.,SOURCE_REVISION_CONFLICT,SOURCE_REVISION_CONFLICT,https://support.goveer.com/en-US/britax-infant-car-seat-adapter-for-veer-switchback-system-510552,"SOURCE_REVISION_CONFLICT — Nov 2024 Veer guide lists this seat on the Cruiser columns, but current Veer Cruiser adapter pages (479257 = legacy pre-2024 Britax only; 479577 = Britax needs a different adapter) name NO Cruiser adapter for the newer Britax family, and Switchback-Britax page 510552 routes Cypress/Willow/Willow S/Willow SC to the &Roll/&Jog Nuna/Cybex/Maxi-Cosi/Clek adapter.",current Veer adapter pages verified 2026-09-02; guide dated Nov 2024,,,UNIDENTIFIED_CONFLICT,,,,,,,1,V1.2 downgrade from the V1.1 KEEP. The 479257 / MANUFACTURER_EXACT attribution is RETRACTED (current 479257 lists legacy pre-2024 Britax only). Awaiting first-party confirmation of a current Cruiser adapter for Willow/Cypress; else REMOVE (Switchback-only).,UNKNOWN,SOURCE_REVISION_CONFLICT,,,NONE,
cmqx8piw4001vgq0c3yo9iqzi,Veer,Cruiser,Britax,Willow SC,ADAPTER,VERIFY,MEDIUM,SOURCE_REVISION_CONFLICT: Nov 2024 guide lists Britax Willow SC on the Cruiser columns; current Veer adapter pages name no Cruiser adapter for the newer Britax family (routed to Switchback). Downgraded KEEP->VERIFY in V1.2 pending the exact current Cruiser adapter.,SOURCE_REVISION_CONFLICT,SOURCE_REVISION_CONFLICT,https://support.goveer.com/en-US/britax-infant-car-seat-adapter-for-veer-switchback-system-510552,"SOURCE_REVISION_CONFLICT — Nov 2024 Veer guide lists this seat on the Cruiser columns, but current Veer Cruiser adapter pages (479257 = legacy pre-2024 Britax only; 479577 = Britax needs a different adapter) name NO Cruiser adapter for the newer Britax family, and Switchback-Britax page 510552 routes Cypress/Willow/Willow S/Willow SC to the &Roll/&Jog Nuna/Cybex/Maxi-Cosi/Clek adapter.",current Veer adapter pages verified 2026-09-02; guide dated Nov 2024,,,UNIDENTIFIED_CONFLICT,,,,,,,1,V1.2 downgrade from the V1.1 KEEP. The 479257 / MANUFACTURER_EXACT attribution is RETRACTED (current 479257 lists legacy pre-2024 Britax only). Awaiting first-party confirmation of a current Cruiser adapter for Willow/Cypress; else REMOVE (Switchback-only).,UNKNOWN,SOURCE_REVISION_CONFLICT,,,NONE,
cmqx8phln000rgq0ccpqp4dpt,Veer,Cruiser,Cybex,Aton G2,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cmrmtwf69000l11u5p6h92r0f,Veer,Cruiser,Cybex,Aton G2 Swivel,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cmqx8phnw000tgq0c4ne8jojd,Veer,Cruiser,Cybex,Cloud G Pro Comfort Extend,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmqx8phsf000xgq0cq9sqmlmv,Veer,Cruiser,Cybex,Cloud T,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmqx8pi4a0017gq0cjlbu88ji,Veer,Cruiser,Maxi-Cosi,Ambra,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmqx8phbz000jgq0c2xi9mjq9,Veer,Cruiser,Maxi-Cosi,Mico Luxe,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
cmqx8phej000lgq0cxlb1rff0,Veer,Cruiser,Maxi-Cosi,Mico Pro,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
cmqx8phz80013gq0cxqwha46i,Veer,Cruiser,Maxi-Cosi,Peri 180,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmqx8phup000zgq0cqmqy5ieu,Veer,Cruiser,Nuna,PIPA Aire,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,SHOULD_WORK_UNVERIFIED,MANUFACTURER_PLATFORM_GROUP,Nuna PIPA Aire rx,https://nunababy.com/usa/pipa-car-seat-adapter-for-uppababy-vista-cruz,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmqx8phq5000vgq0cwcnswk7l
cmqx8phq5000vgq0cwcnswk7l,Veer,Cruiser,Nuna,PIPA Aire rx,ADAPTER,KEEP_UPDATE,HIGH,On Veer's current exact Cruiser adapter family approved list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,Veer Cruiser ICS Adapter — Cybex/Maxi-Cosi/Nuna/Clek — first-party Veer compatibility manual,Nov 2024 fit list (accessed 2026-09-01),ADAPTER,true,SOLD_SEPARATELY,Veer Cruiser ICS Adapter — Cybex/Maxi-Cosi/Nuna/Clek,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,,,,1,SKU_NOT_PUBLISHED: Veer does not publish a numeric adapter SKU on its first-party manuals.,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,NONE,
cmqx8ph95000hgq0cb1ny4823,Veer,Cruiser,Nuna,PIPA RX,ADAPTER,KEEP_UPDATE,HIGH,On Veer's current exact Cruiser adapter family approved list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,Veer Cruiser ICS Adapter — Cybex/Maxi-Cosi/Nuna/Clek — first-party Veer compatibility manual,Nov 2024 fit list (accessed 2026-09-01),ADAPTER,true,SOLD_SEPARATELY,Veer Cruiser ICS Adapter — Cybex/Maxi-Cosi/Nuna/Clek,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,,,,1,SKU_NOT_PUBLISHED: Veer does not publish a numeric adapter SKU on its first-party manuals.,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,NONE,
cmqx8phwz0011gq0cw56kywvk,Veer,Cruiser,Nuna,PIPA urbn,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,SHOULD_WORK_UNVERIFIED,MANUFACTURER_PLATFORM_GROUP,Nuna PIPA Aire rx,https://nunababy.com/usa/pipa-urbn,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmqx8phq5000vgq0cwcnswk7l
cmqx8ph2a000bgq0ccpdtlu9c,Veer,Cruiser,UPPAbaby,Aria,ADAPTER,KEEP_UPDATE,HIGH,On Veer's current exact Cruiser adapter family approved list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://support.goveer.com/en-US/infant-car-seat-adapter-for-graco-britax-and-uppababy-479257,Veer Cruiser ICS Adapter — Graco/Britax/UPPAbaby — first-party Veer compatibility manual,Nov 2024 fit list (accessed 2026-09-01),ADAPTER,true,SOLD_SEPARATELY,Veer Cruiser ICS Adapter — Graco/Britax/UPPAbaby,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-graco-britax-and-uppababy-479257,,,,1,SKU_NOT_PUBLISHED: Veer does not publish a numeric adapter SKU on its first-party manuals.,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-graco-britax-and-uppababy-479257,NONE,
cmqx8ph4j000dgq0c0qu3a5sh,Veer,Cruiser,UPPAbaby,Aria V2,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Mesa V3 / Aria V2 not on current Veer chart (Mesa/Mesa V2/Mesa Max/Aria only).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,SHOULD_WORK_UNVERIFIED,DOCUMENTED_SHARED_ATTACHMENT_PLATFORM,UPPAbaby Aria,https://uppababy.com/accessories/strollers-accessories/minu-mesa-bassinet-adapters/,SUSPECTED_SUCCESSOR_SAME_INTERFACE,cmqx8ph2a000bgq0ccpdtlu9c
cmqx8ph6v000fgq0cdss23blr,Veer,Cruiser,UPPAbaby,Mesa V3,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Mesa V3 / Aria V2 not on current Veer chart (Mesa/Mesa V2/Mesa Max/Aria only).,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cmqzsb5j7005712dxia550crg,Veer,Cruiser City,Britax,Cypress S,ADAPTER,VERIFY,MEDIUM,"SOURCE_REVISION_CONFLICT: Nov 2024 guide lists Britax Cypress (production ""Cypress S"") on the Cruiser columns; current Veer adapter pages name no Cruiser adapter for the newer Britax family (routed to Switchback). Downgraded KEEP->VERIFY in V1.2 pending the exact current Cruiser adapter.",SOURCE_REVISION_CONFLICT,SOURCE_REVISION_CONFLICT,https://support.goveer.com/en-US/britax-infant-car-seat-adapter-for-veer-switchback-system-510552,"SOURCE_REVISION_CONFLICT — Nov 2024 Veer guide lists this seat on the Cruiser columns, but current Veer Cruiser adapter pages (479257 = legacy pre-2024 Britax only; 479577 = Britax needs a different adapter) name NO Cruiser adapter for the newer Britax family, and Switchback-Britax page 510552 routes Cypress/Willow/Willow S/Willow SC to the &Roll/&Jog Nuna/Cybex/Maxi-Cosi/Clek adapter.",current Veer adapter pages verified 2026-09-02; guide dated Nov 2024,,,UNIDENTIFIED_CONFLICT,,,,,,,1,"V1.2 downgrade from the V1.1 KEEP. The 479257 / MANUFACTURER_EXACT attribution is RETRACTED (current 479257 lists legacy pre-2024 Britax only). IDENTITY: production ""Cypress S"" = Britax ""Cypress"". Awaiting first-party confirmation of a current Cruiser adapter for Willow/Cypress; else REMOVE (Switchback-only).",UNKNOWN,SOURCE_REVISION_CONFLICT,,,NONE,
cmqzsb5em005312dx8k5pstx0,Veer,Cruiser City,Britax,Willow S,ADAPTER,VERIFY,MEDIUM,SOURCE_REVISION_CONFLICT: Nov 2024 guide lists Britax Willow S on the Cruiser columns; current Veer adapter pages name no Cruiser adapter for the newer Britax family (routed to Switchback). Downgraded KEEP->VERIFY in V1.2 pending the exact current Cruiser adapter.,SOURCE_REVISION_CONFLICT,SOURCE_REVISION_CONFLICT,https://support.goveer.com/en-US/britax-infant-car-seat-adapter-for-veer-switchback-system-510552,"SOURCE_REVISION_CONFLICT — Nov 2024 Veer guide lists this seat on the Cruiser columns, but current Veer Cruiser adapter pages (479257 = legacy pre-2024 Britax only; 479577 = Britax needs a different adapter) name NO Cruiser adapter for the newer Britax family, and Switchback-Britax page 510552 routes Cypress/Willow/Willow S/Willow SC to the &Roll/&Jog Nuna/Cybex/Maxi-Cosi/Clek adapter.",current Veer adapter pages verified 2026-09-02; guide dated Nov 2024,,,UNIDENTIFIED_CONFLICT,,,,,,,1,V1.2 downgrade from the V1.1 KEEP. The 479257 / MANUFACTURER_EXACT attribution is RETRACTED (current 479257 lists legacy pre-2024 Britax only). Awaiting first-party confirmation of a current Cruiser adapter for Willow/Cypress; else REMOVE (Switchback-only).,UNKNOWN,SOURCE_REVISION_CONFLICT,,,NONE,
cmqzsb5gy005512dxfsuqy20g,Veer,Cruiser City,Britax,Willow SC,ADAPTER,VERIFY,MEDIUM,SOURCE_REVISION_CONFLICT: Nov 2024 guide lists Britax Willow SC on the Cruiser columns; current Veer adapter pages name no Cruiser adapter for the newer Britax family (routed to Switchback). Downgraded KEEP->VERIFY in V1.2 pending the exact current Cruiser adapter.,SOURCE_REVISION_CONFLICT,SOURCE_REVISION_CONFLICT,https://support.goveer.com/en-US/britax-infant-car-seat-adapter-for-veer-switchback-system-510552,"SOURCE_REVISION_CONFLICT — Nov 2024 Veer guide lists this seat on the Cruiser columns, but current Veer Cruiser adapter pages (479257 = legacy pre-2024 Britax only; 479577 = Britax needs a different adapter) name NO Cruiser adapter for the newer Britax family, and Switchback-Britax page 510552 routes Cypress/Willow/Willow S/Willow SC to the &Roll/&Jog Nuna/Cybex/Maxi-Cosi/Clek adapter.",current Veer adapter pages verified 2026-09-02; guide dated Nov 2024,,,UNIDENTIFIED_CONFLICT,,,,,,,1,V1.2 downgrade from the V1.1 KEEP. The 479257 / MANUFACTURER_EXACT attribution is RETRACTED (current 479257 lists legacy pre-2024 Britax only). Awaiting first-party confirmation of a current Cruiser adapter for Willow/Cypress; else REMOVE (Switchback-only).,UNKNOWN,SOURCE_REVISION_CONFLICT,,,NONE,
cmqzsb4bl004512dxfl6bwx1l,Veer,Cruiser City,Cybex,Aton G2,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cmrmtwesn000911u5cl0cfhej,Veer,Cruiser City,Cybex,Aton G2 Swivel,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cmqzsb4dx004712dx01w9b08j,Veer,Cruiser City,Cybex,Cloud G Pro Comfort Extend,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmqzsb4ij004b12dxihd1czft,Veer,Cruiser City,Cybex,Cloud T,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmqzsb4u3004l12dx046jx4nh,Veer,Cruiser City,Maxi-Cosi,Ambra,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmqzsb41w003x12dx8hfos8i5,Veer,Cruiser City,Maxi-Cosi,Mico Luxe,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
cmqzsb44c003z12dxf6i8h3bo,Veer,Cruiser City,Maxi-Cosi,Mico Pro,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
cmqzsb4pg004h12dx1b2736pf,Veer,Cruiser City,Maxi-Cosi,Peri 180,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmqzsb4ks004d12dx81kxlfd3,Veer,Cruiser City,Nuna,PIPA Aire,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,SHOULD_WORK_UNVERIFIED,MANUFACTURER_PLATFORM_GROUP,Nuna PIPA Aire rx,https://nunababy.com/usa/pipa-car-seat-adapter-for-uppababy-vista-cruz,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmqzsb4g8004912dxp3m3n8mf
cmqzsb4g8004912dxp3m3n8mf,Veer,Cruiser City,Nuna,PIPA Aire rx,ADAPTER,KEEP_UPDATE,HIGH,On Veer's current exact Cruiser adapter family approved list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,Veer Cruiser ICS Adapter — Cybex/Maxi-Cosi/Nuna/Clek — first-party Veer compatibility manual,Nov 2024 fit list (accessed 2026-09-01),ADAPTER,true,SOLD_SEPARATELY,Veer Cruiser ICS Adapter — Cybex/Maxi-Cosi/Nuna/Clek,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,,,,1,SKU_NOT_PUBLISHED: Veer does not publish a numeric adapter SKU on its first-party manuals.,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,NONE,
cmqzsb3zj003v12dxj8puj57j,Veer,Cruiser City,Nuna,PIPA RX,ADAPTER,KEEP_UPDATE,HIGH,On Veer's current exact Cruiser adapter family approved list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,Veer Cruiser ICS Adapter — Cybex/Maxi-Cosi/Nuna/Clek — first-party Veer compatibility manual,Nov 2024 fit list (accessed 2026-09-01),ADAPTER,true,SOLD_SEPARATELY,Veer Cruiser ICS Adapter — Cybex/Maxi-Cosi/Nuna/Clek,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,,,,1,SKU_NOT_PUBLISHED: Veer does not publish a numeric adapter SKU on its first-party manuals.,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-cybex-maxi-cosi-nuna-and-clek-479577,NONE,
cmqzsb4n2004f12dxvkyl81sb,Veer,Cruiser City,Nuna,PIPA urbn,ADAPTER,REMOVE,HIGH,Exceeds Veer's exact adapter list. Newer/again-named seat not enumerated on Veer's current exact list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,,Veer current adapter compatibility (manufacturer support chart; per audit working file — not re-fetched this pass),,ADAPTER,true,,,,,,,,,,SHOULD_WORK_UNVERIFIED,MANUFACTURER_PLATFORM_GROUP,Nuna PIPA Aire rx,https://nunababy.com/usa/pipa-urbn,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,cmqzsb4g8004912dxp3m3n8mf
cmqzsb3s3003p12dx12rbtzit,Veer,Cruiser City,UPPAbaby,Aria,ADAPTER,KEEP_UPDATE,HIGH,On Veer's current exact Cruiser adapter family approved list.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://support.goveer.com/en-US/infant-car-seat-adapter-for-graco-britax-and-uppababy-479257,Veer Cruiser ICS Adapter — Graco/Britax/UPPAbaby — first-party Veer compatibility manual,Nov 2024 fit list (accessed 2026-09-01),ADAPTER,true,SOLD_SEPARATELY,Veer Cruiser ICS Adapter — Graco/Britax/UPPAbaby,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-graco-britax-and-uppababy-479257,,,,1,SKU_NOT_PUBLISHED: Veer does not publish a numeric adapter SKU on its first-party manuals.,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://support.goveer.com/en-US/infant-car-seat-adapter-for-graco-britax-and-uppababy-479257,NONE,
